openalex_id,display_name,normalized_name,include,level,wikidata_id,parent_display_names
https://openalex.org/c6303427,Economic history,economic history,N,1,https://www.wikidata.org/wiki/Q47398,"Economics, History"
https://openalex.org/c19417346,Pedagogy,pedagogy,N,1,https://www.wikidata.org/wiki/Q7922,"Psychology, Sociology"
https://openalex.org/c26271046,Economic geography,economic geography,Y,1,https://www.wikidata.org/wiki/Q187097,"Economics, Geography"
https://openalex.org/c2524010,Geometry,geometry,N,1,https://www.wikidata.org/wiki/Q8087,Mathematics
https://openalex.org/c3079626,Quantum electrodynamics,quantum electrodynamics,N,1,https://www.wikidata.org/wiki/Q234881,Physics
https://openalex.org/c46141821,Nuclear magnetic resonance,nuclear magnetic resonance,N,1,https://www.wikidata.org/wiki/Q209402,Physics
https://openalex.org/c61696701,Engineering physics,engineering physics,N,1,https://www.wikidata.org/wiki/Q770766,"Engineering, Physics"
https://openalex.org/c41895202,Linguistics,linguistics,N,1,https://www.wikidata.org/wiki/Q8162,Philosophy
https://openalex.org/c47768531,Development economics,development economics,Y,1,https://www.wikidata.org/wiki/Q1127188,Economics
https://openalex.org/c126348684,Polymer science,polymer science,N,1,https://www.wikidata.org/wiki/Q3456979,"Chemistry, Materials science"
https://openalex.org/c74909509,Gerontology,gerontology,N,1,https://www.wikidata.org/wiki/Q10387,Medicine
https://openalex.org/c165205528,Seismology,seismology,N,1,https://www.wikidata.org/wiki/Q83371,Geology
https://openalex.org/c107053488,Construction engineering,construction engineering,N,1,https://www.wikidata.org/wiki/Q2674423,Engineering
https://openalex.org/c121864883,Statistical physics,statistical physics,N,1,https://www.wikidata.org/wiki/Q677916,Physics
https://openalex.org/c169760540,Neuroscience,neuroscience,N,1,https://www.wikidata.org/wiki/Q207011,"Biology, Psychology"
https://openalex.org/c126322002,Internal medicine,internal medicine,N,1,https://www.wikidata.org/wiki/Q11180,Medicine
https://openalex.org/c195094911,Process management,process management,N,1,https://www.wikidata.org/wiki/Q14167904,"Business, Engineering"
https://openalex.org/c512399662,Family medicine,family medicine,N,1,https://www.wikidata.org/wiki/Q3505712,Medicine
https://openalex.org/c147597530,Computational chemistry,computational chemistry,N,1,https://www.wikidata.org/wiki/Q369472,Chemistry
https://openalex.org/c164705383,Cardiology,cardiology,N,1,https://www.wikidata.org/wiki/Q10379,Medicine
https://openalex.org/c166957645,Archaeology,archaeology,N,1,https://www.wikidata.org/wiki/Q23498,"Geography, History"
https://openalex.org/c171146098,Automotive engineering,automotive engineering,N,1,https://www.wikidata.org/wiki/Q124192,Engineering
https://openalex.org/c19165224,Anthropology,anthropology,N,1,https://www.wikidata.org/wiki/Q23404,Sociology
https://openalex.org/c29595303,Media studies,media studies,N,1,https://www.wikidata.org/wiki/Q165650,Sociology
https://openalex.org/c29694066,Orthodontics,orthodontics,N,1,https://www.wikidata.org/wiki/Q118301,Medicine
https://openalex.org/c33332235,Theoretical physics,theoretical physics,N,1,https://www.wikidata.org/wiki/Q18362,Physics
https://openalex.org/c54355233,Genetics,genetics,Y,1,https://www.wikidata.org/wiki/Q7162,Biology
https://openalex.org/c73484699,Criminology,criminology,N,1,https://www.wikidata.org/wiki/Q161733,"Psychology, Sociology"
https://openalex.org/c78519656,Mechanical engineering,mechanical engineering,N,1,https://www.wikidata.org/wiki/Q101333,Engineering
https://openalex.org/c112930515,Risk analysis (engineering),risk analysis,N,1,https://www.wikidata.org/wiki/Q4389547,"Business, Medicine"
https://openalex.org/c162118730,Actuarial science,actuarial science,N,1,https://www.wikidata.org/wiki/Q1128453,"Business, Economics"
https://openalex.org/c11413529,Algorithm,algorithm,N,1,https://www.wikidata.org/wiki/Q8366,"Computer science, Mathematics"
https://openalex.org/c12554922,Biophysics,biophysics,N,1,https://www.wikidata.org/wiki/Q7100,Biology
https://openalex.org/c13736549,Industrial engineering,industrial engineering,N,1,https://www.wikidata.org/wiki/Q4489420,Engineering
https://openalex.org/c27206212,Theology,theology,N,1,https://www.wikidata.org/wiki/Q34178,Philosophy
https://openalex.org/c29456083,Gynecology,gynecology,N,1,https://www.wikidata.org/wiki/Q1221899,Medicine
https://openalex.org/c41999313,Molecular physics,molecular physics,N,1,https://www.wikidata.org/wiki/Q489328,"Chemistry, Physics"
https://openalex.org/c24326235,Electronic engineering,electronic engineering,N,1,https://www.wikidata.org/wiki/Q126095,Engineering
https://openalex.org/c42219234,Anesthesia,anesthesia,N,1,https://www.wikidata.org/wiki/Q131130,Medicine
https://openalex.org/c43617362,Chromatography,chromatography,N,1,https://www.wikidata.org/wiki/Q170050,Chemistry
https://openalex.org/c49774154,Multimedia,multimedia,N,1,https://www.wikidata.org/wiki/Q131765,Computer science
https://openalex.org/c77088390,Database,database,N,1,https://www.wikidata.org/wiki/Q8513,Computer science
https://openalex.org/c61434518,General surgery,general surgery,N,1,https://www.wikidata.org/wiki/Q932510,Medicine
https://openalex.org/c126838900,Radiology,radiology,N,1,https://www.wikidata.org/wiki/Q77604,Medicine
https://openalex.org/c105639569,Economic policy,economic policy,N,1,https://www.wikidata.org/wiki/Q582577,"Business, Economics"
https://openalex.org/c108827166,Internet privacy,internet privacy,N,1,https://www.wikidata.org/wiki/Q175975,Computer science
https://openalex.org/c112698675,Advertising,advertising,N,1,https://www.wikidata.org/wiki/Q37038,Business
https://openalex.org/c195244886,Ancient history,ancient history,N,1,https://www.wikidata.org/wiki/Q41493,History
https://openalex.org/c204321447,Natural language processing,natural language processing,N,1,https://www.wikidata.org/wiki/Q30642,Computer science
https://openalex.org/c2522767166,Data science,data science,Y,1,https://www.wikidata.org/wiki/Q2374463,Computer science
https://openalex.org/c149635348,Embedded system,embedded system,N,1,https://www.wikidata.org/wiki/Q193040,"Computer science, Engineering"
https://openalex.org/c154945302,Artificial intelligence,artificial intelligence,N,1,https://www.wikidata.org/wiki/Q11660,Computer science
https://openalex.org/c97355855,Thermodynamics,thermodynamics,N,1,https://www.wikidata.org/wiki/Q11473,Physics
https://openalex.org/c185544564,Nuclear physics,nuclear physics,N,1,https://www.wikidata.org/wiki/Q81197,Physics
https://openalex.org/c187212893,Pediatrics,pediatrics,N,1,https://www.wikidata.org/wiki/Q123028,Medicine
